Game Length,Player Movement,Die Rolls,Snakes and Ladders
68,"[0, 6, 11, 15, 7, 31, 32, 33, 39, 40, 45, 50, 53, 57, 63, 60, 19, 23, 24, 27, 30, 34, 40, 44, 48, 49, 52, 57, 61, 66, 91, 73, 77, 78, 79, 81, 84, 88, 89, 92, 75, 78, 83, 84, 90, 92, 97, 38, 39, 44, 48, 50, 52, 34, 39, 41, 46, 49, 34, 36, 38, 44, 47, 67, 68, 73, 77, 78, 100]","[6, 5, 4, 2, 2, 1, 1, 6, 1, 5, 5, 3, 4, 6, 1, 2, 4, 1, 3, 3, 4, 6, 4, 4, 1, 3, 5, 4, 5, 5, 2, 4, 1, 1, 2, 3, 4, 1, 3, 3, 3, 5, 1, 6, 2, 5, 4, 1, 5, 4, 2, 2, 2, 5, 2, 5, 3, 5, 2, 2, 6, 3, 4, 1, 5, 4, 1, 2]",S-17 L-9 S-64 S-62 L-71 S-93 S-95 L-1 S-54 S-54 L-51 L-80 
110,"[0, 5, 11, 7, 11, 16, 42, 47, 48, 52, 34, 36, 42, 46, 49, 34, 35, 39, 42, 44, 50, 53, 34, 39, 40, 45, 48, 52, 53, 34, 35, 36, 41, 44, 47, 52, 53, 34, 36, 38, 42, 43, 45, 48, 52, 57, 58, 59, 65, 66, 67, 73, 78, 82, 88, 92, 94, 96, 2, 3, 8, 12, 18, 20, 25, 30, 32, 33, 35, 39, 43, 49, 55, 56, 57, 60, 66, 69, 91, 73, 76, 82, 85, 91, 73, 76, 81, 83, 24, 25, 26, 32, 34, 40, 42, 48, 34, 39, 44, 50, 55, 61, 66, 72, 77, 83, 88, 92, 73, 79, 100]","[5, 6, 6, 4, 5, 5, 5, 1, 4, 2, 2, 6, 4, 3, 5, 1, 4, 3, 2, 6, 3, 1, 5, 1, 5, 3, 4, 1, 1, 1, 1, 5, 3, 3, 5, 1, 1, 2, 2, 4, 1, 2, 3, 4, 5, 1, 1, 6, 1, 1, 6, 5, 4, 6, 4, 2, 2, 6, 1, 5, 4, 6, 2, 5, 5, 2, 1, 2, 4, 4, 6, 6, 1, 1, 3, 6, 3, 2, 2, 3, 6, 3, 6, 2, 3, 5, 2, 4, 1, 1, 6, 2, 6, 2, 6, 6, 5, 5, 6, 5, 6, 5, 6, 5, 6, 5, 4, 1, 6, 1]",S-17 L-21 S-54 S-54 S-54 S-54 S-54 L-71 S-93 S-93 S-87 S-54 S-93 L-80 
15,"[0, 5, 7, 31, 34, 40, 45, 47, 49, 55, 58, 63, 65, 68, 74, 100]","[5, 2, 2, 3, 6, 5, 2, 2, 6, 3, 5, 2, 3, 6, 6]",L-9 L-80 
64,"[0, 5, 31, 32, 37, 39, 42, 45, 67, 70, 73, 76, 77, 81, 84, 85, 24, 25, 84, 89, 90, 91, 96, 2, 3, 7, 12, 18, 23, 26, 84, 24, 84, 85, 90, 91, 92, 94, 99, 14, 7, 12, 7, 13, 15, 16, 7, 8, 12, 7, 11, 14, 19, 23, 29, 35, 39, 41, 46, 67, 68, 72, 77, 78, 100]","[5, 4, 1, 5, 2, 3, 3, 6, 3, 3, 3, 1, 4, 3, 1, 2, 1, 3, 5, 1, 1, 5, 6, 1, 4, 5, 6, 5, 3, 2, 3, 4, 1, 5, 1, 1, 2, 5, 5, 3, 5, 5, 6, 2, 1, 1, 1, 4, 5, 4, 3, 5, 4, 6, 6, 4, 2, 5, 5, 1, 4, 5, 1, 2]",L-9 L-51 S-87 L-28 L-28 S-87 L-28 L-4 S-17 S-17 S-17 S-17 L-51 L-80 
43,"[0, 2, 7, 12, 13, 16, 20, 23, 29, 33, 38, 39, 42, 45, 50, 53, 57, 60, 19, 25, 30, 32, 38, 43, 49, 53, 57, 63, 65, 91, 94, 79, 84, 90, 73, 79, 85, 86, 24, 84, 89, 94, 99, 100]","[2, 5, 5, 1, 3, 4, 3, 6, 4, 5, 1, 3, 3, 5, 3, 4, 3, 2, 6, 5, 2, 6, 5, 6, 4, 4, 6, 2, 6, 3, 4, 5, 6, 3, 6, 6, 1, 1, 4, 5, 5, 5, 1]",S-62 L-71 S-98 S-93 S-87 L-28 
15,"[0, 6, 7, 31, 32, 38, 44, 46, 47, 53, 57, 61, 65, 91, 94, 100]","[6, 1, 2, 1, 6, 6, 2, 1, 6, 4, 4, 4, 6, 3, 6]",L-9 L-71 
16,"[0, 5, 11, 13, 15, 7, 31, 37, 38, 41, 43, 45, 50, 67, 73, 75, 100]","[5, 6, 2, 2, 2, 2, 6, 1, 3, 2, 2, 5, 1, 6, 2, 5]",S-17 L-9 L-51 L-80 
24,"[0, 6, 10, 13, 14, 18, 23, 29, 33, 37, 43, 47, 48, 67, 69, 74, 75, 78, 82, 83, 89, 91, 75, 79, 100]","[6, 4, 3, 1, 4, 5, 6, 4, 4, 6, 4, 1, 3, 2, 5, 1, 3, 4, 1, 6, 2, 4, 4, 1]",L-51 S-95 L-80 
58,"[0, 5, 31, 35, 36, 38, 44, 47, 50, 56, 58, 60, 63, 65, 91, 97, 2, 6, 7, 31, 36, 39, 42, 44, 46, 47, 52, 53, 56, 19, 42, 46, 50, 52, 56, 59, 19, 24, 30, 34, 36, 42, 45, 48, 50, 34, 40, 44, 50, 52, 53, 55, 61, 60, 65, 91, 94, 79, 100]","[5, 4, 4, 1, 2, 6, 3, 3, 6, 2, 2, 3, 2, 6, 6, 5, 4, 1, 2, 5, 3, 3, 2, 2, 1, 5, 1, 3, 6, 2, 4, 4, 2, 4, 3, 3, 5, 6, 4, 2, 6, 3, 3, 2, 4, 6, 4, 6, 2, 1, 2, 6, 3, 5, 6, 3, 4, 1]",L-9 L-71 L-9 S-62 L-21 S-62 S-54 S-64 L-71 S-98 L-80 
65,"[0, 5, 8, 31, 37, 39, 45, 49, 34, 40, 43, 44, 50, 56, 60, 65, 70, 74, 78, 82, 85, 24, 26, 31, 37, 42, 46, 50, 53, 59, 60, 61, 67, 73, 77, 83, 84, 90, 75, 81, 83, 85, 86, 88, 94, 97, 79, 83, 24, 29, 34, 35, 37, 42, 45, 46, 47, 67, 68, 69, 70, 72, 73, 75, 78, 100]","[5, 3, 1, 6, 2, 6, 4, 5, 6, 3, 1, 6, 6, 4, 5, 5, 4, 4, 4, 3, 2, 2, 5, 6, 5, 4, 4, 3, 6, 1, 1, 6, 6, 4, 6, 1, 6, 5, 6, 2, 2, 1, 2, 6, 3, 1, 4, 4, 5, 5, 1, 2, 5, 3, 1, 1, 4, 1, 1, 1, 2, 1, 2, 3, 2]",L-9 S-54 S-87 S-95 S-98 S-87 L-51 L-80 
45,"[0, 38, 39, 44, 45, 47, 48, 53, 56, 59, 61, 65, 66, 72, 76, 82, 86, 89, 91, 92, 79, 84, 86, 88, 92, 73, 78, 79, 82, 83, 85, 89, 94, 75, 76, 79, 82, 84, 24, 84, 85, 89, 94, 97, 99, 100]","[1, 1, 5, 1, 2, 1, 5, 3, 3, 2, 4, 1, 6, 4, 6, 4, 3, 2, 1, 6, 5, 2, 2, 4, 1, 5, 1, 3, 1, 2, 4, 5, 1, 1, 3, 3, 2, 3, 4, 1, 4, 5, 3, 2, 1]",L-1 S-98 S-93 S-95 S-87 L-28 
138,"[0, 6, 7, 10, 16, 20, 26, 30, 36, 39, 41, 47, 53, 56, 60, 60, 60, 19, 20, 42, 43, 46, 49, 53, 59, 60, 61, 66, 69, 91, 73, 77, 78, 81, 24, 30, 32, 34, 36, 37, 39, 42, 48, 34, 37, 42, 48, 52, 57, 58, 59, 65, 69, 73, 79, 82, 84, 89, 91, 73, 78, 84, 90, 73, 79, 81, 82, 83, 86, 88, 89, 73, 75, 78, 79, 83, 84, 88, 89, 94, 96, 2, 8, 14, 7, 10, 11, 13, 19, 42, 44, 49, 52, 58, 60, 65, 68, 74, 76, 78, 82, 24, 84, 85, 24, 29, 32, 34, 37, 40, 45, 47, 49, 34, 35, 38, 40, 45, 46, 49, 52, 58, 60, 19, 42, 46, 50, 55, 57, 63, 60, 61, 63, 66, 72, 74, 75, 79, 100]","[6, 1, 3, 6, 4, 6, 4, 6, 3, 2, 6, 6, 3, 4, 4, 4, 2, 1, 1, 1, 3, 3, 4, 6, 5, 1, 5, 3, 2, 2, 4, 1, 3, 6, 6, 2, 2, 2, 1, 2, 3, 6, 6, 3, 5, 6, 4, 5, 1, 1, 6, 4, 4, 6, 3, 2, 5, 2, 2, 5, 6, 6, 3, 6, 2, 1, 1, 3, 2, 1, 4, 2, 3, 1, 4, 1, 4, 1, 5, 2, 6, 6, 6, 3, 3, 1, 2, 6, 2, 2, 5, 3, 6, 2, 5, 3, 6, 2, 2, 4, 5, 4, 1, 2, 5, 3, 2, 3, 3, 5, 2, 2, 5, 1, 3, 2, 5, 1, 3, 3, 6, 2, 2, 2, 4, 4, 5, 2, 6, 1, 1, 2, 3, 6, 2, 1, 4, 1]",S-64 S-64 S-62 L-21 S-64 L-71 S-93 S-87 S-54 S-93 S-93 S-93 S-17 L-21 S-87 L-28 S-87 S-54 S-62 L-21 S-64 L-80 
149,"[0, 14, 19, 22, 27, 32, 35, 38, 39, 42, 44, 45, 50, 55, 57, 59, 63, 68, 72, 77, 79, 82, 24, 26, 32, 34, 39, 42, 47, 49, 55, 60, 61, 63, 66, 91, 92, 97, 99, 2, 14, 7, 31, 36, 41, 43, 45, 48, 34, 37, 41, 47, 52, 53, 58, 59, 19, 22, 24, 30, 32, 38, 43, 46, 49, 50, 55, 61, 19, 23, 26, 32, 34, 36, 39, 41, 46, 49, 67, 73, 75, 78, 81, 85, 91, 92, 97, 3, 5, 10, 14, 16, 20, 26, 32, 34, 36, 39, 41, 46, 47, 48, 34, 37, 39, 41, 47, 48, 67, 72, 77, 81, 84, 89, 91, 94, 96, 99, 38, 40, 43, 44, 49, 55, 59, 19, 25, 31, 36, 41, 43, 49, 34, 35, 37, 42, 45, 49, 53, 57, 58, 19, 20, 26, 84, 88, 89, 94, 96, 100]","[4, 5, 3, 5, 5, 3, 3, 1, 3, 2, 1, 5, 5, 2, 2, 4, 5, 4, 5, 2, 3, 5, 2, 6, 2, 5, 3, 5, 2, 6, 5, 1, 2, 3, 5, 1, 5, 2, 3, 2, 3, 2, 5, 5, 2, 2, 3, 6, 3, 4, 6, 5, 1, 5, 1, 3, 3, 2, 6, 2, 6, 5, 3, 3, 1, 5, 6, 1, 4, 3, 6, 2, 2, 3, 2, 5, 3, 2, 6, 2, 3, 3, 4, 6, 1, 5, 6, 2, 5, 4, 2, 4, 6, 6, 2, 2, 3, 2, 5, 1, 1, 6, 3, 2, 2, 6, 1, 3, 5, 5, 4, 3, 5, 2, 3, 2, 3, 2, 2, 3, 1, 5, 6, 4, 3, 6, 6, 5, 5, 2, 6, 5, 1, 2, 5, 3, 4, 4, 4, 1, 4, 1, 6, 2, 4, 1, 5, 2, 4]",L-4 S-87 L-71 L-4 S-17 L-9 S-54 S-62 S-62 L-51 S-54 L-51 L-1 S-62 S-54 S-62 L-28 
161,"[0, 6, 31, 34, 35, 36, 40, 42, 48, 53, 56, 19, 23, 26, 30, 33, 34, 37, 41, 44, 45, 48, 49, 55, 61, 67, 69, 91, 75, 77, 81, 85, 24, 84, 89, 90, 94, 99, 38, 44, 46, 50, 56, 58, 61, 19, 25, 31, 35, 36, 39, 44, 46, 48, 52, 56, 59, 61, 63, 65, 67, 72, 76, 79, 82, 84, 89, 94, 99, 5, 31, 33, 37, 39, 41, 43, 46, 47, 52, 56, 60, 61, 60, 63, 68, 91, 96, 99, 14, 7, 12, 7, 13, 15, 16, 42, 43, 47, 67, 91, 96, 79, 84, 88, 91, 73, 79, 84, 85, 89, 75, 79, 82, 84, 24, 27, 31, 34, 35, 39, 43, 47, 53, 56, 58, 61, 67, 69, 73, 75, 77, 83, 88, 94, 96, 2, 14, 20, 26, 29, 35, 40, 44, 50, 56, 60, 19, 23, 24, 84, 88, 91, 96, 38, 39, 45, 67, 68, 91, 73, 79, 100]","[6, 3, 3, 1, 1, 4, 2, 6, 5, 3, 6, 4, 3, 4, 3, 1, 3, 4, 3, 1, 3, 1, 6, 6, 6, 2, 2, 4, 2, 4, 4, 2, 4, 5, 1, 4, 5, 2, 6, 2, 4, 6, 2, 3, 1, 6, 6, 4, 1, 3, 5, 2, 2, 4, 4, 3, 2, 2, 2, 2, 5, 4, 3, 3, 2, 5, 5, 5, 6, 4, 2, 4, 2, 2, 2, 3, 1, 5, 4, 4, 1, 3, 3, 5, 3, 5, 3, 5, 3, 5, 5, 6, 2, 1, 5, 1, 4, 4, 4, 5, 2, 5, 4, 3, 2, 6, 5, 1, 4, 6, 4, 3, 2, 3, 3, 4, 3, 1, 4, 4, 4, 6, 3, 2, 3, 6, 2, 4, 2, 2, 6, 5, 6, 2, 6, 2, 6, 6, 3, 6, 5, 4, 6, 6, 4, 2, 4, 1, 4, 4, 3, 5, 5, 1, 6, 6, 1, 3, 2, 6, 1]",L-9 S-62 L-71 S-95 S-87 L-28 L-1 S-62 L-9 S-64 L-71 L-4 S-17 S-17 L-21 L-51 L-71 S-98 S-93 S-95 S-87 L-4 S-62 L-28 L-1 L-51 L-71 S-93 L-80 
37,"[0, 2, 14, 20, 26, 29, 33, 35, 36, 42, 45, 48, 49, 34, 37, 43, 45, 47, 49, 52, 58, 61, 60, 19, 23, 29, 34, 39, 41, 45, 47, 48, 67, 91, 96, 97, 79, 100]","[2, 2, 6, 6, 3, 4, 2, 1, 6, 3, 3, 1, 5, 3, 6, 2, 2, 2, 3, 6, 3, 3, 2, 4, 6, 5, 5, 2, 4, 2, 1, 3, 4, 5, 1, 1, 1]",L-4 S-54 S-64 S-62 L-51 L-71 S-98 L-80 
19,"[0, 6, 7, 8, 10, 15, 16, 18, 24, 25, 31, 35, 41, 45, 47, 49, 67, 73, 76, 100]","[6, 1, 1, 2, 5, 1, 2, 6, 1, 6, 4, 6, 4, 2, 2, 2, 6, 3, 4]",L-51 L-80 
54,"[0, 5, 31, 33, 38, 43, 46, 67, 70, 75, 76, 79, 83, 24, 25, 29, 33, 37, 42, 48, 49, 67, 72, 74, 78, 82, 83, 86, 88, 92, 73, 79, 82, 83, 84, 89, 90, 92, 94, 99, 38, 42, 48, 34, 37, 42, 45, 47, 52, 57, 63, 67, 73, 78, 100]","[5, 4, 2, 5, 5, 3, 5, 3, 5, 1, 3, 4, 4, 1, 4, 4, 4, 5, 6, 1, 2, 5, 2, 4, 4, 1, 3, 2, 4, 1, 6, 3, 1, 1, 5, 1, 2, 2, 5, 2, 4, 6, 6, 3, 5, 3, 2, 5, 5, 6, 4, 6, 5, 2]",L-9 L-51 S-87 L-51 S-93 L-1 S-54 L-80 
118,"[0, 3, 5, 11, 14, 18, 22, 26, 27, 84, 85, 86, 92, 73, 78, 82, 83, 85, 91, 94, 79, 81, 24, 26, 27, 32, 36, 40, 46, 50, 53, 58, 60, 63, 65, 68, 73, 78, 83, 24, 27, 32, 35, 36, 42, 47, 48, 50, 67, 72, 77, 79, 81, 82, 83, 86, 24, 25, 26, 32, 37, 38, 43, 49, 34, 35, 36, 37, 42, 47, 67, 68, 73, 78, 79, 85, 89, 73, 77, 83, 88, 73, 74, 77, 79, 83, 85, 24, 26, 84, 24, 84, 89, 91, 96, 79, 81, 83, 24, 26, 31, 34, 36, 37, 42, 46, 52, 57, 60, 61, 19, 24, 27, 84, 90, 73, 76, 78, 100]","[3, 2, 6, 3, 4, 4, 4, 1, 1, 1, 1, 6, 1, 5, 4, 1, 2, 6, 3, 4, 2, 6, 2, 1, 5, 4, 4, 6, 4, 3, 5, 6, 3, 2, 3, 5, 5, 5, 4, 3, 5, 3, 1, 6, 5, 1, 2, 1, 5, 5, 2, 2, 1, 1, 3, 1, 1, 1, 6, 5, 1, 5, 6, 5, 1, 1, 1, 5, 5, 4, 1, 5, 5, 1, 6, 4, 4, 4, 6, 5, 5, 1, 3, 2, 4, 2, 2, 2, 2, 3, 4, 5, 2, 5, 2, 2, 2, 4, 2, 5, 3, 2, 1, 5, 4, 6, 5, 3, 1, 1, 5, 3, 1, 6, 3, 3, 2, 2]",L-28 S-93 S-98 S-87 S-64 S-87 L-51 S-87 S-54 L-51 S-93 S-93 S-87 L-28 S-87 L-28 S-98 S-87 S-62 L-28 S-93 L-80 
23,"[0, 14, 7, 10, 13, 15, 16, 18, 20, 26, 31, 36, 38, 39, 43, 48, 53, 58, 60, 65, 68, 72, 75, 100]","[4, 3, 3, 3, 2, 1, 2, 2, 6, 5, 5, 2, 1, 4, 5, 5, 5, 6, 5, 3, 4, 3, 5]",L-4 S-17 S-64 L-80 
14,"[0, 38, 40, 41, 43, 47, 67, 73, 76, 82, 88, 94, 96, 97, 100]","[1, 2, 1, 2, 4, 4, 6, 3, 6, 6, 6, 2, 1, 3]",L-1 L-51 
32,"[0, 6, 10, 13, 14, 16, 20, 26, 29, 31, 32, 33, 38, 43, 44, 49, 34, 37, 43, 49, 50, 34, 38, 43, 48, 53, 59, 60, 65, 69, 91, 94, 100]","[6, 4, 3, 1, 2, 4, 6, 3, 2, 1, 1, 5, 5, 1, 5, 5, 3, 6, 6, 1, 4, 4, 5, 5, 5, 6, 1, 5, 4, 2, 3, 6]",S-54 S-54 L-71 
17,"[0, 14, 7, 8, 14, 19, 25, 30, 36, 39, 40, 42, 47, 48, 67, 70, 74, 100]","[4, 3, 1, 6, 5, 6, 5, 6, 3, 1, 2, 5, 1, 3, 3, 4, 6]",L-4 S-17 L-51 L-80 
14,"[0, 38, 44, 50, 55, 56, 59, 60, 60, 65, 69, 70, 91, 96, 100]","[1, 6, 6, 5, 1, 3, 5, 4, 5, 4, 1, 1, 5, 4]",L-1 S-64 S-64 L-71 
47,"[0, 38, 40, 45, 46, 49, 67, 72, 75, 77, 78, 81, 24, 25, 31, 34, 37, 39, 44, 49, 52, 53, 55, 60, 61, 63, 68, 73, 74, 77, 82, 24, 30, 33, 35, 36, 40, 42, 46, 48, 53, 57, 61, 67, 70, 75, 76, 100]","[1, 2, 5, 1, 3, 2, 5, 3, 2, 1, 3, 6, 1, 6, 3, 3, 2, 5, 5, 3, 1, 2, 5, 1, 2, 5, 5, 1, 3, 5, 5, 6, 3, 2, 1, 4, 2, 4, 2, 5, 4, 4, 6, 3, 5, 1, 4]",L-1 L-51 S-87 S-87 L-80 
13,"[0, 6, 10, 13, 15, 20, 22, 84, 90, 91, 92, 96, 79, 100]","[6, 4, 3, 2, 5, 2, 6, 6, 1, 1, 4, 2, 1]",L-28 S-98 L-80 
27,"[0, 6, 11, 14, 16, 19, 24, 30, 36, 37, 42, 48, 50, 53, 58, 60, 63, 67, 72, 75, 78, 81, 83, 89, 92, 96, 79, 100]","[6, 5, 3, 2, 3, 5, 6, 6, 1, 5, 6, 2, 3, 5, 6, 3, 4, 5, 3, 3, 3, 2, 6, 3, 4, 2, 1]",S-64 S-98 L-80 
43,"[0, 6, 10, 11, 7, 8, 14, 16, 18, 20, 26, 32, 36, 38, 39, 40, 45, 49, 52, 58, 59, 60, 19, 42, 43, 49, 34, 38, 43, 49, 52, 56, 60, 60, 61, 60, 60, 63, 68, 72, 73, 74, 78, 100]","[6, 4, 1, 6, 1, 6, 2, 2, 2, 6, 6, 4, 2, 1, 1, 5, 4, 3, 6, 1, 5, 2, 2, 1, 6, 5, 4, 5, 6, 3, 4, 4, 4, 1, 3, 4, 3, 5, 4, 1, 1, 4, 2]",S-17 S-64 S-62 L-21 S-54 S-64 S-64 S-64 L-80 
9,"[0, 38, 42, 43, 46, 67, 91, 92, 75, 100]","[1, 4, 1, 3, 5, 4, 1, 3, 5]",L-1 L-51 L-71 S-95 L-80 
16,"[0, 14, 16, 20, 22, 27, 30, 34, 40, 44, 48, 49, 67, 72, 77, 79, 100]","[4, 2, 4, 2, 5, 3, 4, 6, 4, 4, 1, 2, 5, 5, 2, 1]",L-4 L-51 L-80 
20,"[0, 5, 31, 32, 33, 38, 42, 48, 50, 67, 72, 74, 76, 81, 84, 88, 90, 73, 78, 79, 100]","[5, 4, 1, 1, 5, 4, 6, 2, 1, 5, 2, 2, 5, 3, 4, 2, 3, 5, 1, 1]",L-9 L-51 S-93 L-80 
16,"[0, 2, 7, 31, 34, 36, 41, 44, 49, 52, 55, 59, 63, 67, 72, 77, 100]","[2, 5, 2, 3, 2, 5, 3, 5, 3, 3, 4, 4, 4, 5, 5, 3]",L-9 L-80 
49,"[0, 38, 43, 49, 50, 56, 19, 42, 44, 48, 52, 57, 61, 66, 91, 96, 99, 38, 41, 46, 48, 67, 69, 91, 75, 76, 78, 82, 83, 89, 91, 97, 38, 39, 45, 47, 52, 53, 57, 58, 60, 60, 66, 67, 91, 92, 75, 76, 79, 100]","[1, 5, 6, 1, 6, 6, 2, 2, 4, 4, 5, 4, 5, 5, 5, 3, 2, 3, 5, 2, 3, 2, 2, 4, 1, 2, 4, 1, 6, 2, 6, 4, 1, 6, 2, 5, 1, 4, 1, 2, 4, 6, 1, 4, 1, 3, 1, 3, 1]",L-1 S-62 L-21 L-71 L-1 L-51 L-71 S-95 L-1 S-64 L-71 S-95 L-80 
98,"[0, 5, 10, 13, 15, 20, 25, 29, 31, 33, 37, 42, 46, 47, 52, 56, 19, 23, 26, 32, 35, 37, 42, 45, 47, 50, 52, 53, 57, 58, 19, 24, 84, 86, 90, 96, 99, 38, 44, 50, 34, 36, 41, 44, 50, 34, 37, 39, 44, 48, 49, 50, 52, 57, 63, 60, 66, 70, 72, 74, 76, 79, 81, 82, 24, 84, 88, 91, 92, 73, 77, 81, 84, 90, 96, 2, 8, 11, 15, 19, 20, 23, 29, 34, 35, 37, 38, 43, 44, 47, 50, 53, 58, 61, 67, 73, 75, 79, 100]","[5, 5, 3, 2, 5, 5, 4, 2, 2, 4, 5, 4, 1, 5, 4, 6, 4, 3, 6, 3, 2, 5, 3, 2, 3, 2, 1, 4, 1, 4, 5, 4, 2, 4, 6, 3, 2, 6, 6, 4, 2, 5, 3, 6, 4, 3, 2, 5, 4, 1, 1, 2, 5, 6, 1, 6, 4, 2, 2, 2, 3, 2, 1, 5, 4, 4, 3, 1, 1, 4, 4, 3, 6, 6, 6, 6, 3, 4, 4, 1, 3, 6, 5, 1, 2, 1, 5, 1, 3, 3, 3, 5, 3, 6, 6, 2, 4, 1]",S-62 S-62 L-28 L-1 S-54 S-54 S-64 S-87 L-28 S-93 L-80 
48,"[0, 14, 7, 11, 16, 19, 22, 25, 30, 35, 41, 45, 47, 53, 55, 59, 63, 68, 69, 91, 97, 79, 82, 84, 88, 92, 96, 99, 38, 42, 44, 49, 52, 53, 34, 39, 41, 45, 50, 53, 57, 61, 60, 63, 65, 70, 74, 77, 100]","[4, 3, 4, 5, 3, 3, 3, 5, 5, 6, 4, 2, 6, 2, 4, 4, 5, 1, 2, 6, 1, 3, 2, 4, 4, 4, 3, 2, 4, 2, 5, 3, 1, 1, 5, 2, 4, 5, 3, 4, 4, 3, 3, 2, 5, 4, 3, 3]",L-4 S-17 L-71 S-98 L-1 S-54 S-64 L-80 
112,"[0, 6, 8, 12, 14, 15, 7, 12, 18, 42, 44, 48, 52, 53, 57, 19, 42, 44, 50, 34, 36, 37, 38, 42, 48, 52, 56, 60, 65, 67, 69, 73, 78, 79, 82, 88, 94, 99, 5, 11, 16, 20, 26, 84, 24, 25, 84, 24, 84, 86, 24, 84, 88, 91, 97, 3, 5, 7, 13, 14, 7, 11, 15, 20, 26, 31, 36, 38, 39, 45, 49, 34, 38, 42, 48, 49, 53, 57, 63, 66, 68, 69, 70, 91, 92, 73, 77, 81, 83, 89, 73, 78, 84, 88, 90, 96, 97, 3, 8, 31, 35, 41, 43, 49, 53, 57, 61, 65, 68, 69, 74, 78, 100]","[6, 2, 4, 2, 1, 2, 5, 6, 3, 2, 4, 4, 1, 4, 5, 2, 2, 6, 4, 2, 1, 1, 4, 6, 4, 4, 4, 5, 2, 2, 4, 5, 1, 3, 6, 6, 5, 6, 6, 5, 4, 6, 2, 3, 1, 3, 3, 4, 2, 1, 4, 4, 3, 6, 6, 2, 2, 6, 1, 3, 4, 4, 5, 6, 5, 5, 2, 1, 6, 4, 5, 4, 4, 6, 1, 4, 4, 6, 3, 2, 1, 1, 1, 1, 1, 4, 4, 2, 6, 4, 5, 6, 4, 2, 6, 1, 6, 5, 1, 4, 6, 2, 6, 4, 4, 4, 4, 3, 1, 5, 4, 2]",S-17 L-21 S-62 L-21 S-54 L-28 S-87 L-28 S-87 L-28 S-87 L-28 S-17 S-54 L-71 S-93 S-93 L-9 L-80 
27,"[0, 5, 7, 11, 14, 18, 42, 46, 47, 50, 56, 19, 25, 26, 32, 37, 38, 44, 49, 50, 53, 58, 61, 65, 70, 74, 78, 100]","[5, 2, 4, 3, 4, 3, 4, 1, 3, 6, 6, 6, 1, 6, 5, 1, 6, 5, 1, 3, 5, 3, 4, 5, 4, 4, 2]",L-21 S-62 L-80 
43,"[0, 5, 7, 10, 13, 7, 31, 36, 42, 47, 52, 57, 59, 19, 22, 24, 25, 31, 33, 38, 42, 46, 47, 49, 67, 69, 72, 73, 78, 81, 82, 83, 24, 27, 31, 32, 38, 43, 47, 49, 67, 70, 74, 100]","[5, 2, 3, 3, 4, 2, 5, 6, 5, 5, 5, 2, 3, 3, 2, 1, 6, 2, 5, 4, 4, 1, 2, 2, 2, 3, 1, 5, 3, 1, 1, 4, 3, 4, 1, 6, 5, 4, 2, 2, 3, 4, 6]",S-17 L-9 S-62 L-51 S-87 L-51 L-80 
22,"[0, 6, 8, 11, 12, 15, 20, 25, 27, 29, 34, 35, 41, 42, 46, 67, 73, 78, 81, 83, 88, 94, 100]","[6, 2, 3, 1, 3, 5, 5, 2, 2, 5, 1, 6, 1, 4, 5, 6, 5, 3, 2, 5, 6, 6]",L-51 
17,"[0, 5, 7, 12, 7, 10, 11, 15, 16, 20, 22, 25, 84, 86, 89, 73, 78, 100]","[5, 2, 5, 5, 3, 1, 4, 1, 4, 2, 3, 3, 2, 3, 4, 5, 2]",S-17 L-28 S-93 L-80 
96,"[0, 14, 7, 31, 37, 38, 41, 43, 44, 46, 48, 50, 52, 55, 57, 58, 59, 65, 67, 73, 77, 83, 24, 26, 29, 32, 36, 42, 48, 49, 53, 55, 56, 61, 19, 24, 25, 31, 32, 37, 38, 44, 50, 34, 35, 38, 41, 45, 67, 69, 75, 81, 86, 92, 79, 84, 88, 94, 97, 79, 83, 85, 89, 91, 94, 96, 2, 14, 15, 16, 42, 48, 52, 57, 63, 60, 65, 67, 73, 78, 81, 86, 90, 91, 75, 78, 79, 85, 90, 92, 75, 79, 85, 90, 94, 75, 100]","[4, 3, 2, 6, 1, 3, 2, 1, 2, 2, 2, 2, 3, 2, 1, 1, 6, 2, 6, 4, 6, 4, 2, 3, 3, 4, 6, 6, 1, 4, 2, 1, 5, 1, 5, 1, 6, 1, 5, 1, 6, 6, 4, 1, 3, 3, 4, 6, 2, 6, 6, 5, 6, 6, 5, 4, 6, 3, 1, 4, 2, 4, 2, 3, 2, 6, 2, 1, 1, 5, 6, 4, 5, 6, 1, 5, 2, 6, 5, 3, 5, 4, 1, 4, 3, 1, 6, 5, 2, 3, 4, 6, 5, 4, 1, 5]",L-4 S-17 L-9 S-87 S-62 S-54 L-51 S-98 S-98 L-4 L-21 S-64 S-95 S-95 S-95 L-80 
44,"[0, 2, 8, 11, 7, 31, 32, 38, 42, 44, 49, 53, 57, 58, 63, 67, 68, 70, 75, 79, 82, 85, 24, 25, 29, 35, 41, 42, 43, 45, 67, 68, 70, 72, 78, 84, 90, 94, 97, 79, 84, 88, 73, 74, 100]","[2, 6, 3, 6, 2, 1, 6, 4, 2, 5, 4, 4, 1, 5, 4, 1, 2, 5, 4, 3, 3, 2, 1, 4, 6, 6, 1, 1, 2, 6, 1, 2, 2, 6, 6, 6, 4, 3, 1, 5, 4, 5, 1, 6]",S-17 L-9 S-87 L-51 S-98 S-93 L-80 
